gene,score,logfoldchange,pval,pval_adj,pct_in,pct_out,cluster
TMEM66,43.62995,3.1257727,0.0,0.0,0.1901098901098901,0.48518337408312956,4
ARHGDIB,42.824123,6.1212926,0.0,0.0,0.006593406593406593,0.026503667481662593,4
HCST,41.556442,7.647717,0.0,0.0,0.016483516483516484,0.06366748166259169,4
CCL5,41.50342,8.359757,0.0,0.0,0.0,0.006454767726161369,4
CD3E,41.169647,10.350174,0.0,0.0,0.3516483516483517,0.7560880195599022,4
CD3D,40.0199,9.433432,0.0,0.0,0.0032967032967032967,0.06220048899755501,4
TRAC,39.675613,9.325588,0.0,0.0,0.001098901098901099,0.0008801955990220049,4
LAPTM5,38.87021,5.95089,0.0,0.0,0.0,0.008801955990220049,4
EEF1A1,38.73758,0.779169,0.0,0.0,0.004395604395604396,0.0034229828850855745,4
RGS1,38.37785,6.8421516,0.0,0.0,0.0,0.001271393643031785,4
TRBC2,38.32419,7.3491316,0.0,0.0,0.0,0.00058679706601467,4
B2M,38.25903,0.86982006,0.0,0.0,0.012087912087912088,0.01613691931540342,4
SAMSN1,38.059723,6.991422,0.0,0.0,0.041758241758241756,0.040293398533007334,4
BTG1,38.016106,1.6024666,0.0,0.0,0.0,0.000293398533007335,4
PABPC1,37.920933,1.7423939,0.0,0.0,0.001098901098901099,0.0017603911980440098,4
FYN,37.721703,8.108891,0.0,0.0,0.13736263736263737,0.16704156479217605,4
KLRB1,37.537045,8.724214,2.292088219669356e-308,1.1490492921671335e-305,0.002197802197802198,0.008312958435207823,4
CLEC2D,37.028366,6.9598074,4.004462719844193e-300,1.922056904190748e-297,0.015384615384615385,0.008019559902200489,4
TSC22D3,37.000805,4.216597,1.1114875297708864e-299,5.2237598300211296e-297,0.0,0.000293398533007335,4
EVL,36.9103,7.091782,3.1588226978776033e-298,1.454283290641242e-295,0.013186813186813187,0.027775061124694377,4
RPL4,36.530907,1.7152711,3.584111678740522e-292,1.6170795072141487e-289,0.1879120879120879,0.2678728606356968,4
CORO1A,36.10951,5.8589945,1.6085333412017462e-285,6.978250700801961e-283,0.5659340659340659,0.31784841075794623,4
VIM,36.04734,6.069422,1.5180534076418514e-284,6.341808670924542e-282,0.012087912087912088,0.06885085574572126,4
NAP1L1,35.996883,3.292491,9.358987723857659e-284,3.83871643750009e-281,0.06703296703296703,0.0053789731051344745,4
NPM1,35.855537,2.0873682,1.5076910090561596e-281,6.0735716916603406e-279,0.002197802197802198,9.779951100244499e-05,4
PNRC1,35.760464,2.45532,4.549452840702075e-280,1.800545730410493e-277,0.002197802197802198,0.07403422982885086,4
NKG7,35.595043,8.5015,1.6714988108530536e-277,6.391074860005768e-275,0.008791208791208791,0.06073349633251834,4
TMSB4X,34.501915,0.5296349,7.508144600684213e-261,2.5663065764671993e-258,0.002197802197802198,0.026992665036674815,4
CD37,34.23767,5.3721013,6.654724189199474e-257,2.240655566927626e-254,0.002197802197802198,0.0041075794621026895,4
CST7,34.177917,9.202001,5.147524353153708e-256,1.7076912041587424e-253,0.33406593406593404,0.0053789731051344745,4
S100A4,33.97283,5.5642295,5.613692056192981e-253,1.8353518709515574e-250,0.13186813186813187,0.0028361858190709046,4
LEPROTL1,33.952835,3.9853063,1.1077100829318993e-252,3.569833108694388e-250,0.21978021978021978,0.4618092909535452,4
SRSF2,33.913418,1.9825419,4.2252556608117703e-252,1.3425005979190526e-249,0.041758241758241756,0.026699266503667482,4
HNRNPA1,33.711575,1.3717847,3.91220788746802e-249,1.2089794210053572e-246,0.012087912087912088,0.20381418092909537,4
SYTL3,33.692486,7.852663,7.4475806624409e-249,2.2401329621867234e-246,0.0,0.000293398533007335,4
CYTIP,33.48727,5.943991,7.384926660338859e-246,2.1358533401356962e-243,0.14395604395604394,0.16596577017114914,4
AC092580.4,33.45416,8.600861,2.239305788771007e-245,6.394493580871538e-243,0.0032967032967032967,0.00469437652811736,4
LSP1,33.402706,6.3503356,1.2523700974400009e-244,3.5315271285186224e-242,0.05054945054945055,0.08762836185819071,4
GZMA,33.38555,8.862045,2.2219584004054142e-244,6.112824335944602e-242,0.05824175824175824,0.08606356968215159,4
HLA-B,33.089085,0.9616415,4.2664902269717113e-240,1.1191599189564516e-237,0.10329670329670329,0.2280684596577017,4
YPEL5,32.78527,3.1593797,9.548936197021773e-236,2.3934939074290463e-233,0.04395604395604396,0.26444987775061124,4
CXCR4,32.70478,5.7104073,1.3356074299797766e-234,3.274996523142802e-232,0.0,0.0004889975550122249,4
COTL1,32.332867,3.142551,2.415827781468979e-229,5.797729672570074e-227,0.00989010989010989,0.12224938875305623,4
CCNI,32.256744,1.9744041,2.8296197685659293e-228,6.7193044588504e-226,0.36813186813186816,0.820440097799511,4
STK4,32.21496,4.223513,1.089686579046322e-227,2.5342514986294826e-225,0.14945054945054945,0.181320293398533,4
LCN2,40.48586,3.8539815,0.0,0.0,0.0012578616352201257,0.0007736943907156673,5
CEACAM5,39.297607,2.588017,0.0,0.0,0.0,0.00048355899419729207,5
ASS1,38.764572,3.0916708,0.0,0.0,0.0,0.0005802707930367504,5
PLA2G2A,38.70286,2.797137,0.0,0.0,0.0012578616352201257,0.0022243713733075435,5
DUOX2,37.92703,5.867838,0.0,0.0,0.0,0.00038684719535783365,5
MUC12,37.64972,2.3818831,3.3065567715148e-310,1.2432102368100362e-306,0.5333333333333333,0.45551257253384914,5
PI3,37.407196,3.9724858,2.9845680332557936e-306,8.416108782777182e-303,0.028930817610062894,0.02456479690522244,5
SEPP1,37.097023,3.2845402,3.137820653199933e-301,6.435099646867026e-298,0.06540880503144654,0.05938104448742747,5
MUC1,36.27148,2.9304142,4.557340925592441e-288,7.343503852888562e-285,0.0037735849056603774,0.00609284332688588,5
CEACAM6,35.553967,3.5702848,7.215270459505832e-277,7.398603922545094e-274,0.7257861635220125,0.7228239845261122,5
CEACAM7,35.01911,3.2838113,1.1516028773852077e-268,9.621855300345519e-266,0.06415094339622641,0.05686653771760155,5
MUC13,34.776432,2.238783,5.525505404971328e-265,3.777268982749945e-262,0.0,0.0009671179883945841,5
CEACAM1,34.63333,3.147823,7.961319215441558e-263,4.854037842733679e-260,0.0037735849056603774,0.008413926499032881,5
PLAC8,34.282127,2.6420736,1.449122370636495e-257,7.783512275997308e-255,0.0,0.0037717601547388783,5
IFI27,33.856594,1.9006357,2.9025042532607733e-251,1.2838743813590155e-248,0.0,0.0012572533849129594,5
CLCA4,33.39773,3.7375085,1.4789796010515088e-244,6.06623651274927e-242,0.0,0.0005802707930367504,5
TRIM31,33.248077,3.302466,2.1762466807347855e-242,8.464473943223453e-240,0.018867924528301886,0.015570599613152804,5
ISG15,33.116764,3.3650844,1.7051700929833357e-240,6.411155354601845e-238,0.01509433962264151,0.04235976789168278,5
CDHR5,32.04521,2.3356447,2.5599712339458095e-225,7.598735666655725e-223,0.0,0.0002901353965183752,5
DUOXA2,31.911934,5.6762176,1.823905014674579e-223,5.143184153255478e-221,0.0,0.0018375241779497098,5
HK2,31.705404,3.2711165,1.3088392855211691e-220,3.645198202724945e-218,0.04654088050314465,0.1736943907156673,5
TSPAN1,31.462528,2.0269978,2.8293340394915714e-217,7.783773975230532e-215,0.012578616352201259,0.007446808510638298,5
SLC40A1,31.161896,3.9551046,3.499930182010857e-213,9.399395830474157e-211,0.027672955974842768,0.007156673114119922,5
PLEC,30.6916,2.7096052,7.36767040525595e-207,1.9104284674961954e-204,0.0,0.0002901353965183752,5
TMEM54,30.616367,1.7303355,7.412625404517327e-206,1.9002433693239362e-203,0.022641509433962263,0.026885880077369438,5
PIGR,30.135612,0.96619713,1.655759344752553e-199,4.016373662179876e-197,0.2679245283018868,0.2608317214700193,5
MYO15B,29.290092,2.9748,1.3868395750404201e-188,3.1924197931976365e-186,0.8540880503144654,0.29845261121856864,5
GCNT3,29.179491,2.9530256,3.531122839183424e-187,7.965860012913887e-185,0.13836477987421383,0.05851063829787234,5
NEAT1,29.162312,0.97501594,5.831963929529347e-187,1.3026066761015103e-184,0.006289308176100629,0.010735009671179884,5
B2M,29.123533,0.75608516,1.8080187653293245e-186,3.9987348359866896e-184,0.0,0.0002901353965183752,5
MXD1,28.906023,2.2523196,1.0029552469226105e-183,2.1966667393521522e-181,0.06289308176100629,0.06856866537717601,5
