gene,score,logfoldchange,pval,pval_adj,pct_in,pct_out,cluster
HIGD1A,36.788673,2.2105098,2.8017700008252843e-296,1.404558432191502e-293,0.029676258992805755,0.05946323456051082,2
IL32,36.705368,2.3745694,5.9958488266885404e-295,2.9404424713318864e-292,0.013489208633093525,0.026239648807742193,2
BSG,36.354553,1.4212631,2.226650253981064e-289,9.849216290109573e-287,0.0008992805755395684,0.004290132694801956,2
CKB,35.64311,1.6990613,3.012958742787346e-278,1.1520226487888091e-275,0.0035971223021582736,0.035418537364062655,2
VAMP8,35.610813,1.7981104,9.529797526217171e-278,3.583045039898886e-275,0.0008992805755395684,0.014766038112341614,2
ALDOA,35.342304,0.99211913,1.3162449021444408e-273,4.7132013884883236e-271,0.564748201438849,0.428414646313479,2
CYSTM1,35.236786,1.6487547,5.468144927121721e-272,1.8977827909375214e-269,0.00539568345323741,0.030430010974758056,2
ETHE1,35.230934,1.820207,6.721022508231995e-272,2.2972658600485693e-269,0.5539568345323741,0.14756061059563005,2
EMP1,34.87362,2.8719316,1.8676519173228607e-266,6.018908514698059e-264,0.0,0.000299311583358276,2
S100A10,34.750957,0.7907921,1.340516516383357e-264,4.0865827152827225e-262,0.1474820143884892,0.16601815823605706,2
SLC25A5,34.684624,1.3227806,1.3437148664039408e-263,4.041715156160867e-261,0.0008992805755395684,0.004988526389304599,2
PRSS3,34.677177,2.027057,1.739844468110323e-263,5.164362020539575e-261,0.05755395683453238,0.08759852339618876,2
MALL,34.660877,2.6358407,3.0632106809139598e-263,8.859355096248463e-261,0.04136690647482014,0.0884964581462636,2
HPGD,34.623,3.0800953,1.1388953776444851e-262,3.252195041048347e-260,0.1681654676258993,0.22338621171305997,2
CEACAM5,34.38399,2.0949147,4.374885067033302e-259,1.2035735637463933e-256,0.3920863309352518,0.2302703781303003,2
C19orf33,34.378647,1.434291,5.25811457040772e-259,1.4291301999256358e-256,0.0,0.0004988526389304599,2
KRT8,34.338467,0.8628203,2.0937016407787687e-258,5.622835156467648e-256,0.06924460431654676,0.11792876384316073,2
CDA,34.226986,2.9722319,9.596418219202434e-257,2.546889395376326e-254,0.9109712230215827,0.7693305397585554,2
PHGR1,33.8462,0.80295855,4.1278907452293505e-251,1.0463043519284149e-248,0.16366906474820145,0.1803851142372543,2
TFF3,50.51345,2.702048,0.0,0.0,0.0,0.0008899436369029962,3
MUC2,46.74785,4.5345783,0.0,0.0,0.0,0.0004944131316127757,3
SPINK4,43.035374,4.57613,0.0,0.0,0.0009784735812133072,0.0004944131316127757,3
WFDC2,42.752323,3.1748307,0.0,0.0,0.0009784735812133072,0.002274300405418768,3
ITLN1,42.642204,4.724833,0.0,0.0,0.0,0.00039553050529022053,3
AGR2,42.48527,1.428711,0.0,0.0,0.550880626223092,0.4519924849203995,3
KLK1,40.425766,4.0988474,0.0,0.0,0.022504892367906065,0.025116187085929,3
LRRC26,37.714413,4.7728677,0.0,0.0,0.040117416829745595,0.06180164145159695,3
ZG16,37.061867,2.9253016,1.1565705309719636e-300,2.8990082897996142e-297,0.0019569471624266144,0.0063284880846435285,3
FCGBP,36.54564,2.8031812,2.0915907834651014e-292,4.7184196484189225e-289,0.7827788649706457,0.7169979234648473,3
SPINK1,33.756462,2.1885593,8.594399790174407e-250,1.7625551351504043e-246,0.046966731898238745,0.05843963215663008,3
ST6GALNAC1,33.223175,3.0452533,4.982646799041262e-242,9.366960761630984e-239,0.0,0.0009888262632255513,3
SERPINA1,32.40064,3.617999,2.688517827949348e-230,4.665405667746872e-227,0.009784735812133072,0.00791061010580441,3
CLCA1,31.689281,5.0003614,2.1830104848098403e-220,3.5176095376303707e-217,0.004892367906066536,0.0033620092949668743,3
RETNLB,28.53351,5.2223344,4.499872370535917e-179,6.76750805379465e-176,0.0029354207436399216,0.0009888262632255513,3
SPDEF,28.344105,3.2913024,9.894621359002813e-177,1.395079770235903e-173,0.0009784735812133072,0.0004944131316127757,3
NPDC1,28.21969,2.46075,3.3530329038005475e-175,4.449474663343326e-172,0.00684931506849315,0.016711163848511817,3
TPM1,28.201387,1.4574658,5.622896447535836e-175,7.047051164442274e-172,0.06164383561643835,0.03826757638682884,3
REP15,27.715807,4.811745,4.503308812344403e-169,5.346849657772494e-166,0.0,0.0002966478789676654,3
TPSG1,26.684351,4.4552994,7.151348686147102e-157,8.066363750539623e-154,0.0,0.0018787699001285474,3
RNASE1,25.669895,2.1718729,2.5356258010149997e-145,2.6000537475044265e-142,0.15655577299412915,0.16543063383763473,3
C12orf57,25.46694,1.4568534,4.58335311461916e-143,4.495472300551896e-140,0.005870841487279843,0.008009492732126965,3
SELK,25.3044,1.13456,2.8572335945769434e-141,2.5782533064024508e-138,0.0009784735812133072,0.009393849500642737,3
HPCAL1,25.253448,2.928222,1.0379934255231975e-140,9.006189879376082e-138,0.0,0.0002966478789676654,3
SSR4,24.78834,1.0241714,1.1975879329495144e-135,1.0006068955336333e-132,0.012720156555772993,0.0279837832492831,3
REG4,24.66215,3.3432686,2.7261764838489037e-134,2.1964219749695507e-131,0.15949119373776907,0.27163057450805894,3
NR4A1,23.142452,1.5614477,1.7318026972176396e-118,1.220866782704148e-115,0.162426614481409,0.3558785721348759,3
HEPACAM2,22.771729,3.9536145,8.74292377039112e-115,5.976715676856161e-112,0.03913894324853229,0.06674577276772471,3
FOS,22.702362,0.6913381,4.2456875814799986e-114,2.817013710311979e-111,0.0009784735812133072,0.01137150202709384,3
ATF3,22.652185,1.1604987,1.3276053040366352e-113,8.319291126045126e-111,0.0,0.0002966478789676654,3
SELM,22.486725,3.6510947,5.598304167820867e-112,3.4133011816721873e-109,0.07240704500978473,0.06773459903095026,3
RPL10,22.20341,0.41491124,3.1836182506849535e-109,1.8899801083474173e-106,0.043052837573385516,0.05784633639869475,3
SEC61G,21.777058,0.9713866,3.828922813515808e-105,2.1594167437525775e-102,0.03424657534246575,0.024028478196380897,3
RASD1,21.468721,2.6475072,3.0530614108006836e-102,1.5653184628693778e-99,0.005870841487279843,0.003757539800257095,3
FAM3D,21.38828,1.064008,1.717764646239587e-101,8.61134503433752e-99,0.0019569471624266144,0.03530109759715218,3
RPS12,21.35321,0.49292943,3.6404582933447916e-101,1.7853282312948944e-98,0.0009784735812133072,0.014634628695738158,3
BEST2,21.083145,4.8961844,1.1357960852476582e-98,5.338004976479566e-96,0.42857142857142855,0.4433896964303372,3
XBP1,20.87825,1.3143152,8.442842184627101e-97,3.809241536860056e-94,0.026418786692759294,0.028082665875605657,3
GSN,20.827705,1.7154441,2.4281514991390463e-96,1.0740523464525048e-93,0.03816046966731898,0.20330267971917335,3
FKBP11,20.588829,2.5021634,3.4562048381816476e-94,1.4993947104719192e-91,0.0,0.0002966478789676654,3
PPIB,20.506142,1.06374,1.897629773325848e-93,7.927524084529224e-91,0.16144814090019569,0.16444180757440918,3
FOSB,20.386312,0.9853973,2.2120192073709446e-92,9.072898418014752e-90,0.0,0.005043013942450311,3
HERPUD1,19.878626,0.9237408,6.231731184484816e-88,2.4238210998412583e-85,0.07240704500978473,0.08583011964797785,3
AGR3,19.669136,1.1125822,3.9648192574017926e-86,1.5159721631818142e-83,0.0821917808219178,0.0839513497478493,3
LRRC75A-AS1,19.430336,1.0164545,4.275611187095387e-84,1.5812051273718826e-81,0.1908023483365949,0.22060713932562048,3
RPL34,19.41418,0.4842224,5.856148598005916e-84,2.130788003587346e-81,0.10763209393346379,0.2604568377336102,3
JUN,19.36488,0.623914,1.527140857383155e-83,5.468376285985174e-81,0.0,0.0004944131316127757,3
MLPH,19.352892,2.6156986,1.9272187151641046e-83,6.793144843029224e-81,0.0675146771037182,0.1176703253238406,3
IER2,19.324928,0.78545,3.314401565111633e-83,1.1503013062669742e-80,0.7553816046966731,0.7863146445169583,3
GDF15,19.2908,1.6934835,6.41735628658146e-83,2.193471825287745e-80,0.18003913894324852,0.17858202313853455,3
SRGN,48.99573,7.4344125,0.0,0.0,0.002197802197802198,0.000684596577017115,4
CD7,46.126804,8.151684,0.0,0.0,0.0,0.0004889975550122249,4
CREM,45.894585,5.7950583,0.0,0.0,0.0,0.00058679706601467,4
PTPRC,44.760597,7.409836,0.0,0.0,0.002197802197802198,0.0021515892420537895,4
CD52,44.427917,6.7073703,0.0,0.0,0.0,0.00039119804400977997,4
